,Prediction,Actual
1971,satisfied,satisfied
1973,satisfied,satisfied
1974,satisfied,satisfied
1975,satisfied,satisfied
1976,satisfied,satisfied
1977,satisfied,satisfied
1980,satisfied,satisfied
1983,satisfied,dissatisfied
1984,dissatisfied,dissatisfied
1985,dissatisfied,dissatisfied
1986,satisfied,satisfied
1987,satisfied,satisfied
1988,satisfied,satisfied
1989,satisfied,satisfied
1990,satisfied,satisfied
1993,satisfied,satisfied
1996,dissatisfied,dissatisfied
2001,dissatisfied,dissatisfied
2002,satisfied,dissatisfied
2003,dissatisfied,dissatisfied
2004,dissatisfied,satisfied
2005,satisfied,satisfied
2006,satisfied,satisfied
2007,satisfied,satisfied
2008,satisfied,satisfied
2009,satisfied,satisfied
2010,satisfied,satisfied
2011,satisfied,satisfied
2012,satisfied,satisfied
2013,satisfied,satisfied
2014,satisfied,satisfied
2017,satisfied,satisfied
2021,dissatisfied,dissatisfied
2022,satisfied,dissatisfied
2023,dissatisfied,dissatisfied
2025,dissatisfied,dissatisfied
2029,dissatisfied,dissatisfied
2030,satisfied,dissatisfied
2032,satisfied,dissatisfied
2035,dissatisfied,satisfied
2036,satisfied,satisfied
2037,satisfied,satisfied
2038,satisfied,satisfied
2039,satisfied,satisfied
2041,satisfied,satisfied
2042,dissatisfied,dissatisfied
2044,dissatisfied,dissatisfied
2046,dissatisfied,dissatisfied
2049,dissatisfied,dissatisfied
2050,satisfied,dissatisfied
2051,satisfied,dissatisfied
2052,dissatisfied,dissatisfied
2053,satisfied,satisfied
2054,satisfied,satisfied
2055,satisfied,satisfied
2056,satisfied,satisfied
2062,satisfied,satisfied
2063,satisfied,dissatisfied
2067,dissatisfied,dissatisfied
2068,dissatisfied,dissatisfied
2069,dissatisfied,dissatisfied
2071,satisfied,dissatisfied
2072,satisfied,satisfied
2073,satisfied,satisfied
2074,satisfied,satisfied
2075,satisfied,satisfied
2076,satisfied,satisfied
2077,satisfied,satisfied
2080,satisfied,satisfied
2085,dissatisfied,dissatisfied
2086,satisfied,dissatisfied
2087,dissatisfied,dissatisfied
2089,dissatisfied,satisfied
2090,satisfied,satisfied
2092,satisfied,satisfied
2093,satisfied,satisfied
2094,satisfied,satisfied
2095,satisfied,satisfied
2096,satisfied,satisfied
2097,satisfied,satisfied
2100,satisfied,satisfied
2110,dissatisfied,dissatisfied
2111,satisfied,dissatisfied
2112,satisfied,dissatisfied
2113,dissatisfied,satisfied
2114,satisfied,satisfied
2115,satisfied,satisfied
2116,satisfied,satisfied
2117,satisfied,satisfied
2118,satisfied,satisfied
2119,satisfied,satisfied
2120,satisfied,satisfied
2121,satisfied,satisfied
2124,satisfied,dissatisfied
2132,dissatisfied,dissatisfied
2134,dissatisfied,dissatisfied
2135,dissatisfied,dissatisfied
2136,dissatisfied,dissatisfied
2137,satisfied,dissatisfied
2138,dissatisfied,dissatisfied
2139,dissatisfied,dissatisfied
2140,satisfied,satisfied
2143,satisfied,satisfied
2144,satisfied,satisfied
2145,satisfied,satisfied
2146,satisfied,satisfied
2147,satisfied,satisfied
2148,satisfied,satisfied
2149,satisfied,satisfied
2150,satisfied,satisfied
2157,satisfied,dissatisfied
2158,dissatisfied,dissatisfied
2159,dissatisfied,dissatisfied
2161,satisfied,satisfied
2162,satisfied,satisfied
2163,satisfied,satisfied
2166,satisfied,satisfied
2167,satisfied,satisfied
2168,satisfied,satisfied
2169,satisfied,satisfied
2170,satisfied,satisfied
2171,satisfied,satisfied
2172,satisfied,satisfied
2173,satisfied,satisfied
2174,satisfied,satisfied
2182,dissatisfied,dissatisfied
2184,dissatisfied,dissatisfied
2190,satisfied,satisfied
2191,satisfied,satisfied
2192,satisfied,satisfied
2193,satisfied,satisfied
2194,satisfied,satisfied
2196,satisfied,satisfied
2197,satisfied,satisfied
2200,satisfied,dissatisfied
2211,dissatisfied,dissatisfied
2212,satisfied,dissatisfied
2213,satisfied,dissatisfied
2214,dissatisfied,satisfied
2215,satisfied,satisfied
2218,dissatisfied,satisfied
2219,satisfied,satisfied
2222,satisfied,satisfied
2223,satisfied,satisfied
2225,satisfied,dissatisfied
2228,satisfied,satisfied
2233,dissatisfied,dissatisfied
2234,satisfied,dissatisfied
2235,dissatisfied,dissatisfied
2238,dissatisfied,dissatisfied
2239,satisfied,satisfied
2240,satisfied,satisfied
2241,satisfied,satisfied
2242,satisfied,satisfied
2243,satisfied,satisfied
2244,satisfied,satisfied
2246,satisfied,satisfied
2247,satisfied,satisfied
2248,satisfied,satisfied
2254,satisfied,dissatisfied
2255,dissatisfied,dissatisfied
2256,dissatisfied,dissatisfied
2257,satisfied,dissatisfied
2258,dissatisfied,dissatisfied
2259,dissatisfied,dissatisfied
2260,dissatisfied,dissatisfied
2261,dissatisfied,dissatisfied
2264,satisfied,satisfied
2265,satisfied,satisfied
2266,satisfied,satisfied
2267,satisfied,satisfied
2271,dissatisfied,satisfied
2276,satisfied,dissatisfied
2280,dissatisfied,dissatisfied
2281,dissatisfied,dissatisfied
2282,dissatisfied,dissatisfied
2285,satisfied,satisfied
2287,satisfied,satisfied
2288,satisfied,satisfied
2290,dissatisfied,satisfied
2291,satisfied,satisfied
2292,satisfied,satisfied
2293,satisfied,satisfied
2294,satisfied,satisfied
2295,satisfied,satisfied
2296,satisfied,satisfied
2297,satisfied,satisfied
2298,satisfied,satisfied
2307,satisfied,dissatisfied
2310,satisfied,dissatisfied
2311,dissatisfied,dissatisfied
2313,satisfied,satisfied
2314,satisfied,satisfied
2315,satisfied,satisfied
2316,satisfied,satisfied
2317,satisfied,satisfied
2318,satisfied,satisfied
2319,satisfied,satisfied
2329,dissatisfied,dissatisfied
2330,dissatisfied,dissatisfied
2331,satisfied,dissatisfied
2332,satisfied,dissatisfied
2334,dissatisfied,dissatisfied
2335,dissatisfied,dissatisfied
2337,satisfied,satisfied
2338,satisfied,satisfied
2339,satisfied,satisfied
2340,satisfied,satisfied
2341,satisfied,satisfied
2342,satisfied,satisfied
2343,satisfied,satisfied
2344,satisfied,satisfied
2345,satisfied,satisfied
2347,satisfied,satisfied
2353,dissatisfied,dissatisfied
2354,dissatisfied,dissatisfied
2356,satisfied,dissatisfied
2357,dissatisfied,dissatisfied
2358,satisfied,dissatisfied
2359,dissatisfied,satisfied
2360,satisfied,satisfied
2361,satisfied,satisfied
2363,satisfied,satisfied
2364,satisfied,satisfied
2365,satisfied,satisfied
2366,satisfied,satisfied
2368,satisfied,satisfied
2369,satisfied,satisfied
2370,satisfied,satisfied
2371,satisfied,satisfied
2372,satisfied,satisfied
2373,satisfied,satisfied
2374,satisfied,satisfied
2377,satisfied,satisfied
2384,dissatisfied,satisfied
2385,satisfied,dissatisfied
2386,dissatisfied,dissatisfied
2388,satisfied,satisfied
2389,satisfied,satisfied
2391,satisfied,satisfied
2392,satisfied,satisfied
2393,satisfied,satisfied
2394,satisfied,satisfied
2395,satisfied,satisfied
2396,dissatisfied,satisfied
2397,satisfied,satisfied
2398,satisfied,satisfied
2399,satisfied,satisfied
2400,satisfied,satisfied
2401,satisfied,satisfied
2402,satisfied,satisfied
2403,satisfied,satisfied
2404,satisfied,satisfied
2406,satisfied,satisfied
2408,satisfied,dissatisfied
2411,dissatisfied,dissatisfied
2412,dissatisfied,dissatisfied
2413,dissatisfied,dissatisfied
2414,dissatisfied,dissatisfied
2416,dissatisfied,dissatisfied
2417,satisfied,dissatisfied
2418,dissatisfied,dissatisfied
2421,dissatisfied,dissatisfied
2422,satisfied,satisfied
2423,satisfied,satisfied
2424,satisfied,satisfied
2425,satisfied,satisfied
2426,satisfied,satisfied
2427,satisfied,satisfied
2428,satisfied,satisfied
2429,satisfied,satisfied
2432,satisfied,satisfied
2435,satisfied,dissatisfied
2444,dissatisfied,dissatisfied
2445,satisfied,dissatisfied
2447,satisfied,dissatisfied
2448,dissatisfied,dissatisfied
2449,satisfied,satisfied
2452,satisfied,dissatisfied
2453,satisfied,satisfied
2454,satisfied,satisfied
2455,dissatisfied,satisfied
2456,satisfied,satisfied
2457,satisfied,satisfied
2458,satisfied,satisfied
2459,satisfied,satisfied
2461,satisfied,satisfied
2462,satisfied,satisfied
2463,satisfied,satisfied
2464,satisfied,satisfied
2466,satisfied,satisfied
2467,satisfied,satisfied
2477,dissatisfied,dissatisfied
2481,dissatisfied,dissatisfied
2482,satisfied,dissatisfied
2483,satisfied,satisfied
2485,satisfied,satisfied
2486,satisfied,satisfied
2487,satisfied,satisfied
2488,satisfied,satisfied
2491,satisfied,satisfied
2492,satisfied,satisfied
2497,dissatisfied,satisfied
2498,satisfied,dissatisfied
2502,satisfied,satisfied
2503,satisfied,satisfied
2504,satisfied,satisfied
2506,satisfied,satisfied
2507,satisfied,satisfied
2508,satisfied,satisfied
2509,satisfied,satisfied
2510,satisfied,satisfied
2511,satisfied,satisfied
2512,satisfied,satisfied
2514,satisfied,satisfied
2515,satisfied,satisfied
2516,satisfied,satisfied
2518,dissatisfied,dissatisfied
2519,satisfied,dissatisfied
2520,dissatisfied,dissatisfied
2524,dissatisfied,dissatisfied
2528,dissatisfied,dissatisfied
2529,dissatisfied,dissatisfied
2530,dissatisfied,dissatisfied
2531,dissatisfied,dissatisfied
2535,dissatisfied,dissatisfied
2536,dissatisfied,satisfied
2537,satisfied,satisfied
2538,satisfied,satisfied
2540,satisfied,satisfied
2541,satisfied,satisfied
2542,satisfied,satisfied
2543,satisfied,satisfied
2544,satisfied,satisfied
2545,satisfied,satisfied
2546,satisfied,satisfied
2547,satisfied,satisfied
2552,satisfied,satisfied
2553,satisfied,satisfied
2554,satisfied,satisfied
2555,satisfied,satisfied
2556,satisfied,satisfied
2566,dissatisfied,dissatisfied
2568,dissatisfied,dissatisfied
2569,dissatisfied,dissatisfied
2570,dissatisfied,dissatisfied
2571,satisfied,dissatisfied
2573,dissatisfied,dissatisfied
2574,satisfied,dissatisfied
2576,satisfied,satisfied
2578,satisfied,satisfied
2580,satisfied,satisfied
2581,satisfied,satisfied
2582,satisfied,satisfied
2583,satisfied,satisfied
2584,satisfied,satisfied
2585,satisfied,satisfied
2586,satisfied,satisfied
2588,satisfied,satisfied
2589,satisfied,satisfied
2590,satisfied,satisfied
2599,satisfied,dissatisfied
2600,satisfied,dissatisfied
2601,satisfied,dissatisfied
2603,dissatisfied,dissatisfied
2605,dissatisfied,dissatisfied
2606,dissatisfied,dissatisfied
2608,satisfied,dissatisfied
2612,satisfied,satisfied
2613,satisfied,satisfied
2614,satisfied,satisfied
2615,dissatisfied,satisfied
2616,satisfied,satisfied
2617,satisfied,satisfied
2618,satisfied,satisfied
2619,satisfied,satisfied
2620,satisfied,satisfied
2621,satisfied,satisfied
2622,satisfied,satisfied
2623,satisfied,satisfied
2624,satisfied,satisfied
2625,satisfied,satisfied
2626,satisfied,satisfied
2627,satisfied,satisfied
2632,satisfied,satisfied
2636,dissatisfied,dissatisfied
2637,dissatisfied,dissatisfied
2642,satisfied,satisfied
2643,satisfied,satisfied
2644,satisfied,satisfied
2645,satisfied,satisfied
2646,satisfied,satisfied
2647,satisfied,satisfied
2648,satisfied,satisfied
2649,satisfied,satisfied
2650,satisfied,satisfied
2651,satisfied,satisfied
2652,satisfied,satisfied
2653,satisfied,satisfied
2654,satisfied,satisfied
2655,satisfied,satisfied
2661,satisfied,dissatisfied
2665,dissatisfied,satisfied
2669,dissatisfied,dissatisfied
2671,satisfied,dissatisfied
2675,dissatisfied,dissatisfied
2677,dissatisfied,dissatisfied
2678,satisfied,satisfied
2679,satisfied,satisfied
2681,satisfied,satisfied
2682,satisfied,satisfied
2683,satisfied,satisfied
2684,satisfied,satisfied
2685,satisfied,satisfied
2686,satisfied,satisfied
2687,satisfied,satisfied
2688,satisfied,satisfied
2689,satisfied,satisfied
2690,satisfied,satisfied
2691,satisfied,satisfied
2692,satisfied,satisfied
2694,satisfied,satisfied
2695,satisfied,satisfied
2696,satisfied,satisfied
2704,satisfied,satisfied
2707,dissatisfied,dissatisfied
2709,satisfied,dissatisfied
2712,dissatisfied,dissatisfied
2714,satisfied,dissatisfied
2715,dissatisfied,dissatisfied
2718,dissatisfied,dissatisfied
2721,satisfied,satisfied
2722,satisfied,satisfied
2723,satisfied,satisfied
2724,satisfied,satisfied
2725,satisfied,satisfied
2726,satisfied,satisfied
2727,satisfied,satisfied
2728,satisfied,satisfied
2729,satisfied,satisfied
2730,satisfied,satisfied
2731,satisfied,satisfied
2732,satisfied,satisfied
2733,satisfied,satisfied
2735,satisfied,satisfied
2736,satisfied,satisfied
2744,satisfied,dissatisfied
2747,dissatisfied,dissatisfied
2748,dissatisfied,dissatisfied
2750,satisfied,satisfied
2751,satisfied,satisfied
2754,satisfied,satisfied
2755,satisfied,satisfied
2756,satisfied,satisfied
2757,satisfied,satisfied
2759,satisfied,satisfied
2760,satisfied,satisfied
2761,satisfied,satisfied
2762,satisfied,satisfied
2763,satisfied,satisfied
2764,satisfied,satisfied
2765,satisfied,satisfied
2779,satisfied,dissatisfied
2780,dissatisfied,dissatisfied
2782,satisfied,dissatisfied
2783,dissatisfied,dissatisfied
2786,dissatisfied,dissatisfied
2787,satisfied,satisfied
2788,dissatisfied,dissatisfied
2789,satisfied,satisfied
2790,satisfied,satisfied
2791,satisfied,satisfied
2792,satisfied,satisfied
2793,satisfied,satisfied
2795,satisfied,satisfied
2796,satisfied,satisfied
2797,satisfied,satisfied
2798,satisfied,satisfied
2799,satisfied,satisfied
2800,satisfied,satisfied
2801,satisfied,satisfied
2807,dissatisfied,dissatisfied
2808,dissatisfied,dissatisfied
2809,satisfied,satisfied
2810,satisfied,satisfied
2812,satisfied,satisfied
2813,satisfied,dissatisfied
2814,satisfied,dissatisfied
2815,satisfied,satisfied
2816,satisfied,satisfied
2817,satisfied,satisfied
2818,satisfied,satisfied
2819,satisfied,satisfied
2820,satisfied,satisfied
2821,satisfied,satisfied
2824,satisfied,satisfied
2825,satisfied,satisfied
2826,satisfied,satisfied
2831,satisfied,dissatisfied
2834,dissatisfied,dissatisfied
2836,satisfied,satisfied
2837,satisfied,satisfied
2838,satisfied,satisfied
2839,satisfied,satisfied
2840,satisfied,satisfied
2841,satisfied,satisfied
2842,satisfied,satisfied
2844,satisfied,satisfied
2845,satisfied,satisfied
2846,satisfied,satisfied
2847,satisfied,satisfied
2848,satisfied,satisfied
2849,satisfied,satisfied
2851,satisfied,satisfied
2852,satisfied,satisfied
2859,satisfied,satisfied
2860,dissatisfied,dissatisfied
2865,satisfied,satisfied
2866,satisfied,satisfied
2867,satisfied,satisfied
2869,satisfied,satisfied
2870,satisfied,satisfied
2871,satisfied,satisfied
2872,satisfied,satisfied
2873,satisfied,satisfied
2874,satisfied,satisfied
2875,satisfied,satisfied
2876,satisfied,satisfied
2877,satisfied,satisfied
2879,satisfied,satisfied
2880,satisfied,satisfied
2881,satisfied,satisfied
2882,satisfied,satisfied
2883,satisfied,satisfied
2893,dissatisfied,dissatisfied
2894,satisfied,dissatisfied
2895,dissatisfied,dissatisfied
2896,satisfied,dissatisfied
2898,satisfied,satisfied
2899,dissatisfied,satisfied
2900,satisfied,satisfied
2901,satisfied,satisfied
2902,satisfied,satisfied
2903,satisfied,satisfied
2904,satisfied,satisfied
2905,satisfied,satisfied
2906,satisfied,satisfied
2907,satisfied,satisfied
2908,satisfied,satisfied
2909,satisfied,satisfied
2910,satisfied,satisfied
2911,satisfied,satisfied
2912,dissatisfied,dissatisfied
2927,dissatisfied,dissatisfied
2929,dissatisfied,dissatisfied
2930,dissatisfied,dissatisfied
2935,satisfied,satisfied
2936,satisfied,satisfied
2937,satisfied,satisfied
2938,satisfied,satisfied
2939,satisfied,satisfied
2940,satisfied,dissatisfied
2941,satisfied,satisfied
2942,satisfied,satisfied
2943,satisfied,satisfied
2944,satisfied,satisfied
2945,satisfied,satisfied
2947,satisfied,satisfied
2948,satisfied,satisfied
2949,satisfied,satisfied
2950,satisfied,satisfied
2956,satisfied,satisfied
2958,dissatisfied,dissatisfied
2959,dissatisfied,dissatisfied
2960,dissatisfied,dissatisfied
2961,dissatisfied,satisfied
2962,dissatisfied,satisfied
2963,satisfied,satisfied
2965,satisfied,satisfied
2966,satisfied,satisfied
2967,satisfied,satisfied
2968,satisfied,satisfied
2969,satisfied,satisfied
2970,satisfied,satisfied
2971,satisfied,satisfied
2972,satisfied,satisfied
2973,satisfied,satisfied
2979,dissatisfied,dissatisfied
2982,satisfied,dissatisfied
2983,satisfied,satisfied
2986,satisfied,satisfied
2987,satisfied,satisfied
2989,satisfied,satisfied
2990,satisfied,satisfied
2991,satisfied,satisfied
2992,satisfied,satisfied
2993,satisfied,satisfied
2994,satisfied,satisfied
3002,satisfied,satisfied
3006,satisfied,satisfied
3007,dissatisfied,dissatisfied
3008,dissatisfied,dissatisfied
3010,dissatisfied,dissatisfied
3011,dissatisfied,dissatisfied
3012,dissatisfied,dissatisfied
3013,dissatisfied,satisfied
3014,dissatisfied,satisfied
3016,satisfied,satisfied
3018,satisfied,satisfied
3020,satisfied,satisfied
3021,satisfied,dissatisfied
3023,satisfied,satisfied
3024,satisfied,satisfied
3025,satisfied,satisfied
3026,satisfied,satisfied
3028,satisfied,satisfied
3029,satisfied,satisfied
3030,satisfied,satisfied
3031,satisfied,satisfied
3032,satisfied,satisfied
3033,satisfied,satisfied
3034,satisfied,satisfied
3035,satisfied,satisfied
3046,dissatisfied,dissatisfied
3047,satisfied,dissatisfied
3048,satisfied,dissatisfied
3049,dissatisfied,dissatisfied
3051,dissatisfied,dissatisfied
3052,satisfied,satisfied
3053,satisfied,satisfied
3054,satisfied,satisfied
3055,satisfied,satisfied
3056,satisfied,satisfied
3057,dissatisfied,satisfied
3058,satisfied,satisfied
3059,satisfied,satisfied
3060,satisfied,satisfied
3061,satisfied,satisfied
3062,satisfied,satisfied
3063,satisfied,satisfied
3065,satisfied,satisfied
3066,satisfied,satisfied
3067,satisfied,satisfied
3068,satisfied,satisfied
3078,dissatisfied,dissatisfied
3079,dissatisfied,dissatisfied
3083,dissatisfied,satisfied
3084,dissatisfied,satisfied
3087,satisfied,satisfied
3088,satisfied,satisfied
3089,satisfied,satisfied
3090,satisfied,satisfied
3091,satisfied,satisfied
3092,dissatisfied,satisfied
3093,satisfied,satisfied
3094,satisfied,satisfied
3095,satisfied,satisfied
3096,satisfied,satisfied
3097,satisfied,satisfied
3098,satisfied,satisfied
3099,satisfied,satisfied
3103,satisfied,satisfied
3109,satisfied,dissatisfied
3111,satisfied,dissatisfied
3113,dissatisfied,dissatisfied
3114,dissatisfied,dissatisfied
3115,satisfied,dissatisfied
3120,dissatisfied,dissatisfied
3121,satisfied,satisfied
3123,satisfied,satisfied
3125,satisfied,satisfied
3126,satisfied,satisfied
3127,satisfied,satisfied
3128,satisfied,satisfied
3129,satisfied,satisfied
3133,satisfied,satisfied
3134,satisfied,satisfied
3135,satisfied,satisfied
3136,satisfied,satisfied
3137,satisfied,dissatisfied
3145,dissatisfied,dissatisfied
3146,dissatisfied,dissatisfied
3147,dissatisfied,dissatisfied
3148,dissatisfied,dissatisfied
3149,dissatisfied,dissatisfied
